step,"Flow: (0.04) S -> I, 
inducing by: I, ","Flow: (0.01) I -> R, 
 not inducing"
311,"0,08111391325359246","0,23674394023805317"
312,"0,08021485644994358","0,23506926799808953"
313,"0,07933182691358492","0,233403189248609"
314,"0,07846448088984746","0,23174577403063445"
315,"0,07761248224421284","0,23009708821221128"
316,"0,07677550231167327","0,2284571936084252"
317,"0,07595321974753162","0,22682614809865345"
318,"0,07514532037974331","0,22520400574109292"
319,"0,07435149706289121","0,22359081688460886"
320,"0,07357144953387519","0,22198662827794938"
321,"0,07280488426938972","0,22039148317636964"
322,"0,07205151434525343","0,21880542144571163"
323,"0,07131105929764756","0,2172284796639842"
324,"0,07058324498631284","0,21566069122048884"
325,"0,06986780345974741","0,21410208641253684"
326,"0,06916447282244194","0,21255269253980263"
327,"0,0684729971041824","0,21101253399635916"
328,"0,06779312613144585","0,2094816323604392"
329,"0,06712461540090839","0,20796000648196905"
330,"0,0664672259550811","0,20644767256791746"
331,"0,06582072426008442","0,20494464426550513"
332,"0,06518488208556777","0,20345093274331816"
333,"0,06455947638677746","0,20196654677036902"
334,"0,06394428918877246","0,2004914927931479"
335,"0,0633391074727845","0,19902577501070756"
336,"0,06274372306471586","0,19756939544782298"
337,"0,062157932525765784","0,19612235402626801"
338,"0,06158153704517384","0,19468464863424984"
339,"0,0610143423350666","0,19325627519404198"
340,"0,06045615852739117","0,1918372277278552"
341,"0,059906800072918584","0,1904274984219866"
342,"0,05936608564229716","0,18902707768928495"
343,"0,05883383802913498","0,1876359542299704"
344,"0,05830988405508937","0,18625411509084702"
345,"0,05779405447693978","0,18488154572294402"
346,"0,05728618389561941","0,1835182300376225"
347,"0,05678611066718044","0,18216415046118364"
348,"0,05629367681566587","0,180819287988013"
349,"0,05580872794786153","0,17948362223229555"
350,"0,05533111316990011","0,17815713147833506"
351,"0,05486068500568908","0,17683979272951153"
352,"0,05439729931713387","0,17553158175590855"
353,"0,053940815226126995","0,17423247314064289"
